product_id,sku,product_name,category,subcategory,brand,model,unit,mrp,typical_selling_price,minimum_selling_price,typical_purchase_cost,preferred_supplier_id,alternate_supplier_ids,gross_margin_target,weight_kg,volume_liters,product_lifecycle_stage,launch_date,discontinuation_date,demand_score,seasonality_profile,price_sensitivity,substitution_group,return_probability,warranty_months,slow_moving_probability,is_accessory,min_qty_per_txn,max_qty_per_txn
PRD00168,SKU-STO-00168,Bravado External-Hdd Storage Devices BR982,storage_devices,external-HDD,Bravado,BR982,pcs,400.0,304.8,259.08,251.14,SUP001,SUP011|SUP027,0.1761,0.02,0.383,introduction,2025-11-03,,1.4969,"{1: 0.932, 2: 1.058, 3: 1.011, 4: 0.975, 5: 0.929, 6: 1.1, 7: 1.024, 8: 0.988, 9: 0.974, 10: 1.081, 11: 1.064, 12: 1.062}",0.723,storage_devices:external-HDD,0.0208,12,0.119,True,1,2
PRD00169,SKU-STO-00169,Orbex Pendrive Storage Devices OR985,storage_devices,pendrive,Orbex,OR985,pcs,2400.0,1800.0,1530.0,1496.05,SUP027,SUP001|SUP013,0.1689,1.219,0.372,mature,2025-05-06,,1.7538,"{1: 1.069, 2: 0.964, 3: 1.048, 4: 0.921, 5: 0.928, 6: 0.983, 7: 0.911, 8: 1.09, 9: 1.08, 10: 0.91, 11: 1.068, 12: 1.002}",0.697,storage_devices:pendrive,0.0321,60,0.2196,True,1,2
PRD00170,SKU-STO-00170,Orbex Memory-Card Storage Devices OR597,storage_devices,memory-card,Orbex,OR597,pcs,1420.0,1226.2,1121.01,1099.03,SUP001,SUP013|SUP011,0.1037,1.059,0.266,growth,2024-04-23,,1.6936,"{1: 1.052, 2: 1.059, 3: 1.055, 4: 0.928, 5: 1.01, 6: 0.985, 7: 1.098, 8: 1.031, 9: 1.087, 10: 0.929, 11: 0.99, 12: 1.054}",0.601,storage_devices:memory-card,0.0446,36,0.2018,True,1,2
PRD00171,SKU-STO-00171,Vertex External-Hdd Storage Devices VE520,storage_devices,external-HDD,Vertex,VE520,pcs,2550.0,2118.33,1875.82,1839.04,SUP001,SUP011|SUP027,0.1318,0.593,0.067,decline,2025-05-23,,0.3358,"{1: 0.949, 2: 1.017, 3: 0.964, 4: 1.066, 5: 0.922, 6: 1.016, 7: 0.932, 8: 1.006, 9: 1.011, 10: 1.028, 11: 0.985, 12: 1.002}",0.68,storage_devices:external-HDD,0.0311,12,0.1171,True,1,2
PRD00172,SKU-STO-00172,Bravado External-Hdd Storage Devices BR783,storage_devices,external-HDD,Bravado,BR783,pcs,2660.0,2468.21,2097.98,1975.29,SUP027,SUP001|SUP011,0.1997,0.289,1.392,introduction,2021-09-20,,0.4142,"{1: 0.967, 2: 0.948, 3: 1.065, 4: 0.979, 5: 1.048, 6: 0.988, 7: 0.918, 8: 0.988, 9: 1.002, 10: 0.992, 11: 1.063, 12: 1.082}",0.332,storage_devices:external-HDD,0.028,36,0.264,True,1,2
PRD00173,SKU-STO-00173,Orbex Memory-Card Storage Devices OR340,storage_devices,memory-card,Orbex,OR340,pcs,10410.0,7807.5,6636.38,6231.57,SUP001,SUP027|SUP011,0.2018,0.419,0.198,mature,2023-09-24,,0.0471,"{1: 1.096, 2: 1.038, 3: 0.91, 4: 0.919, 5: 0.918, 6: 1.091, 7: 1.037, 8: 0.986, 9: 0.94, 10: 1.075, 11: 0.94, 12: 1.041}",0.494,storage_devices:memory-card,0.039,36,0.1565,True,1,2
PRD00174,SKU-ACC-00174,Flux Cases Accessories FL676,accessories,cases,Flux,FL676,pcs,460.0,402.17,341.84,262.75,SUP009,SUP013,0.3467,0.085,0.132,discontinued,2025-06-13,2026-06-20,0.6277,"{1: 1.095, 2: 0.991, 3: 1.03, 4: 1.016, 5: 0.964, 6: 0.951, 7: 1.098, 8: 0.941, 9: 1.217, 10: 1.069, 11: 1.22, 12: 0.937}",0.946,accessories:cases,0.0466,0,0.2722,True,1,3
PRD00175,SKU-ACC-00175,Delta Wave Screen-Guards Accessories DE329,accessories,screen-guards,Delta Wave,DE329,pcs,1550.0,1162.5,988.12,795.8,SUP009,SUP013,0.3154,12.747,0.084,growth,2025-01-11,,1.2387,"{1: 1.016, 2: 0.997, 3: 0.952, 4: 1.058, 5: 0.939, 6: 0.948, 7: 1.068, 8: 1.048, 9: 1.176, 10: 1.044, 11: 1.064, 12: 1.0}",0.542,accessories:screen-guards,0.0511,3,0.1601,True,1,3
PRD00176,SKU-ACC-00176,Delta Wave Bags Accessories DE138,accessories,bags,Delta Wave,DE138,pcs,340.0,255.0,216.75,186.99,SUP009,SUP013,0.2667,0.198,0.845,discontinued,2024-02-12,2026-05-17,2.0688,"{1: 1.041, 2: 1.032, 3: 1.007, 4: 1.082, 5: 0.921, 6: 0.93, 7: 0.977, 8: 1.031, 9: 1.169, 10: 1.052, 11: 1.255, 12: 0.961}",0.831,accessories:bags,0.0318,0,0.3734,True,1,3
PRD00177,SKU-ACC-00177,Wyvern Bags Accessories WY845,accessories,bags,Wyvern,WY845,pcs,750.0,562.5,478.12,381.13,SUP009,SUP013,0.3224,0.287,0.708,decline,2025-05-06,,0.5256,"{1: 1.015, 2: 1.069, 3: 0.939, 4: 0.937, 5: 0.988, 6: 0.901, 7: 1.039, 8: 0.959, 9: 1.163, 10: 1.051, 11: 1.074, 12: 1.025}",0.821,accessories:bags,0.0495,3,0.16,True,1,3
PRD00178,SKU-ACC-00178,Flux Screen-Guards Accessories FL164,accessories,screen-guards,Flux,FL164,pcs,760.0,615.12,522.85,387.86,SUP009,SUP013,0.3695,0.343,0.426,decline,2024-11-16,,0.8114,"{1: 0.921, 2: 1.088, 3: 0.928, 4: 0.952, 5: 1.038, 6: 1.042, 7: 0.932, 8: 1.063, 9: 1.152, 10: 1.23, 11: 1.055, 12: 0.909}",0.586,accessories:screen-guards,0.0551,3,0.1504,True,1,3
PRD00179,SKU-ACC-00179,Flux Stands Accessories FL961,accessories,stands,Flux,FL961,pcs,2580.0,2091.82,1778.05,1383.1,SUP013,SUP009,0.3388,0.132,0.114,mature,2025-03-18,,4.1592,"{1: 1.073, 2: 0.911, 3: 0.968, 4: 0.927, 5: 0.996, 6: 0.946, 7: 1.09, 8: 1.012, 9: 1.241, 10: 1.099, 11: 1.041, 12: 1.055}",0.809,accessories:stands,0.0468,0,0.4556,True,1,3
PRD00180,SKU-ACC-00180,Delta Wave Screen-Guards Accessories DE300,accessories,screen-guards,Delta Wave,DE300,pcs,320.0,275.85,234.47,164.74,SUP009,SUP013,0.4028,0.568,0.067,growth,2021-07-05,,0.8888,"{1: 1.018, 2: 1.018, 3: 0.973, 4: 1.013, 5: 0.964, 6: 0.9, 7: 1.073, 8: 0.986, 9: 1.148, 10: 1.054, 11: 1.228, 12: 0.934}",0.399,accessories:screen-guards,0.0416,0,0.2304,True,1,3
